"","ppt_id","head_noun","card","pair_type","trial_result","head_noun_tag","dep","AoA","Conc.M","Dom_Pos","Lg10WF"
"647",78,"fuck","Stagger","Friend","Out of time","NN","pobj",9.56,3.57,"Noun",1.4914
"648",78,"word","Sweet","Friend","Won","NN","nsubj",4.53,4,"Adjective",3.8696
"649",78,"thing","Sweet","Friend","Won","NN","dobj",4.53,4,"Adjective",3.8696
"650",78,"papers","Sweet","Friend","Won","NNS","dobj",4.53,4,"Adjective",3.8696
"651",78,"laughter","Vineyard","Friend","Won","NN","ROOT",11.05,4.8,"Noun",2.1553
"652",78,"mm","Vineyard","Friend","Won","NN","dobj",11.05,4.8,"Noun",2.1553
"653",78,"fruit","Vineyard","Friend","Won","NN","dobj",11.05,4.8,"Noun",2.1553
"654",78,"water","Snorkel","Friend","Lost","NN","pobj",9.11,4.56,"Noun",1.5051
"655",78,"fuck","Snorkel","Friend","Lost","NN","pobj",9.11,4.56,"Noun",1.5051
"656",78,"friend","Stress","Friend","Out of time","NN","ROOT",10,2.62,"Noun",2.9015
"657",78,"surfboard","Skateboard","Friend","Won","NN","pobj",6.94,4.86,"Noun",1.9345
"658",78,"water","Skateboard","Friend","Won","NN","pobj",6.94,4.86,"Noun",1.9345
"659",78,"water","Skateboard","Friend","Won","NN","pobj",6.94,4.86,"Noun",1.9345
"660",78,"street","Skateboard","Friend","Won","NN","pobj",6.94,4.86,"Noun",1.9345
"661",78,"place","Queen","Friend","Lost","NN","pobj",4.42,4.45,"Noun",3.4456
"662",78,"vehicle","Queen","Friend","Lost","NN","dobj",4.42,4.45,"Noun",3.4456
"663",78,"shower","Valet","Friend","Won","NN","pobj",13.67,4.26,"Noun",2.4216
"664",78,"stuff","Shampoo","Friend","Won","NN","dobj",5.39,4.68,"Noun",2.3345
"665",78,"head","Shampoo","Friend","Won","NN","pobj",5.39,4.68,"Noun",2.3345
"666",78,"sink","Suds","Friend","Out of time","NN","pobj",6.79,4.59,"Noun",1.3979
"667",78,"material","Suds","Friend","Out of time","NN","dobj",6.79,4.59,"Noun",1.3979
"668",78,"one","Suds","Friend","Out of time","NN","ROOT",6.79,4.59,"Noun",1.3979
"669",78,"things","Suds","Friend","Out of time","NNS","nsubj",6.79,4.59,"Noun",1.3979
"670",78,"word","Suds","Friend","Out of time","NN","dobj",6.79,4.59,"Noun",1.3979
"671",78,"area","Watch","Friend","Won","NN","pobj",4.33,4.61,"Verb",4.2261
"672",78,"activity","Yawn","Friend","Won","NN","dobj",5.3,4.46,"Verb",1.716
"673",78,"breath","Yawn","Friend","Won","NN","dobj",5.3,4.46,"Verb",1.716
"674",78,"type","Yawn","Friend","Won","NN","attr",5.3,4.46,"Verb",1.716
"675",78,"thing","Strategy","Friend","Lost","NN","dobj",8.5,1.93,"Noun",2.6839
"676",78,"brand","Hiccup","Friend","Out of time","NN","attr",5.35,4.31,"Noun",1.4472
"677",78,"thing","Hiccup","Friend","Out of time","NN","attr",5.35,4.31,"Noun",1.4472
"678",78,"ignore","Hiccup","Friend","Out of time","NN","ROOT",5.35,4.31,"Noun",1.4472
"679",78,"diaphragm","Hiccup","Friend","Out of time","NN","nsubj",5.35,4.31,"Noun",1.4472
"680",78,"lungs","Hiccup","Friend","Out of time","NNS","conj",5.35,4.31,"Noun",1.4472
"681",78,"canes","Sword","Friend","Won","NNS","ROOT",5.45,4.93,"Noun",3.1258
"682",78,"hand","Sword","Friend","Won","NN","pobj",5.45,4.93,"Noun",3.1258
"683",78,"laughter","Sword","Friend","Won","NN","dobj",5.45,4.93,"Noun",3.1258
"684",78,"makeup","Sword","Friend","Won","NN","dobj",5.45,4.93,"Noun",3.1258
"685",78,"area","Sword","Friend","Won","NN","dobj",5.45,4.93,"Noun",3.1258
"686",78,"makeup","Sword","Friend","Won","NN","dobj",5.45,4.93,"Noun",3.1258
"687",78,"way","Sword","Friend","Won","NN","pobj",5.45,4.93,"Noun",3.1258
"688",78,"way","Smear","Friend","Won","NN","pobj",8.84,3.66,"Noun",2.0492
"689",78,"blank","Peak","Friend","Won","NN","attr",7.11,4.2,"Noun",2.4829
"690",78,"education","Peak","Friend","Won","NN","pobj",7.11,4.2,"Noun",2.4829
"691",78,"butter","Truffle","Friend","Lost","NN","nsubj",13.62,4.6,"Noun",1.3802
"692",78,"thing","Truffle","Friend","Lost","NN","pobj",13.62,4.6,"Noun",1.3802
"693",78,"summer","Watermelon","Friend","Won","NN","pobj",4.22,4.89,"Noun",2.0531
"694",78,"inside","Watermelon","Friend","Won","NN","pobj",4.22,4.89,"Noun",2.0531
"695",78,"no","Tent","Friend","Out of time","NN","dobj",5.16,4.96,"Noun",2.9509
"696",78,"fuck","Tent","Friend","Out of time","NN","dobj",5.16,4.96,"Noun",2.9509
"697",78,"area","Tent","Friend","Out of time","NN","pobj",5.16,4.96,"Noun",2.9509
"698",78,"tent","Tent","Friend","Out of time","NN","dobj",5.16,4.96,"Noun",2.9509
"699",79,"hit","Survive","Stranger","Out of time","NN","attr",7.11,2.55,"Verb",3.187
"700",79,"show","Survive","Stranger","Out of time","NN","nsubj",7.11,2.55,"Verb",3.187
"701",79,"island","Survive","Stranger","Out of time","NN","pobj",7.11,2.55,"Verb",3.187
"702",79,"island","Survive","Stranger","Out of time","NN","pobj",7.11,2.55,"Verb",3.187
"703",79,"island","Survive","Stranger","Out of time","NN","pobj",7.11,2.55,"Verb",3.187
"704",79,"propensity","Tickle","Stranger","Won","NN","dobj",4.35,3.85,"Verb",2.3909
"705",79,"armpit","Tickle","Stranger","Won","NN","pobj",4.35,3.85,"Verb",2.3909
"706",79,"word","Tickle","Stranger","Won","NN","nsubj",4.35,3.85,"Verb",2.3909
"707",79,"word","Tickle","Stranger","Won","NN","nsubj",4.35,3.85,"Verb",2.3909
"708",79,"exterior","Oyster","Stranger","Out of time","NN","dobj",8,4.85,"Noun",2.1959
"709",79,"they","Oyster","Stranger","Out of time","PRP","pobj",8,4.85,"Noun",2.1959
"710",79,"coliseum","Oyster","Stranger","Out of time","NN","pobj",8,4.85,"Noun",2.1959
"711",79,"animal","Oyster","Stranger","Out of time","NN","attr",8,4.85,"Noun",2.1959
"712",79,"middle","Oyster","Stranger","Out of time","NN","pobj",8,4.85,"Noun",2.1959
"713",79,"animal","Oyster","Stranger","Out of time","NN","nsubj",8,4.85,"Noun",2.1959
"714",79,"time","Oyster","Stranger","Out of time","NN","attr",8,4.85,"Noun",2.1959
"715",79,"end","Oyster","Stranger","Out of time","NN","pobj",8,4.85,"Noun",2.1959
"716",79,"ocean","Oyster","Stranger","Out of time","NN","pobj",8,4.85,"Noun",2.1959
"717",79,"word","Gossip","Stranger","Won","NN","ROOT",9.16,3,"Noun",2.5999
"718",79,"what","Paw","Stranger","Won","WP","nsubj",5.89,4.3,"Noun",2.2041
"719",79,"hand","Paw","Stranger","Won","NN","attr",5.89,4.3,"Noun",2.2041
"720",79,"cheetah","Paw","Stranger","Won","NN","nsubj",5.89,4.3,"Noun",2.2041
"721",79,"ends","Nail","Stranger","Won","NNS","pobj",5.42,4.93,"Verb",2.9786
"722",79,"hands","Nail","Stranger","Won","NNS","pobj",5.42,4.93,"Verb",2.9786
"723",79,"version","Nail","Stranger","Won","NN","nsubj",5.42,4.93,"Verb",2.9786
"724",79,"kung","Panda","Stranger","Won","NN","attr",5.67,4.75,"Noun",2.0374
"725",79,"it","Panda","Stranger","Won","PRP","pobj",5.67,4.75,"Noun",2.0374
"726",79,"warrior","Panda","Stranger","Won","NN","attr",5.67,4.75,"Noun",2.0374
"727",79,"kung","Panda","Stranger","Won","NN","ROOT",5.67,4.75,"Noun",2.0374
"728",79,"movie","Panda","Stranger","Won","NN","dobj",5.67,4.75,"Noun",2.0374
"729",79,"animal","Panda","Stranger","Won","NN","pobj",5.67,4.75,"Noun",2.0374
"730",79,"night","Prom","Stranger","Won","NN","attr",10.42,3.72,"Noun",2.9576
"731",79,"school","Prom","Stranger","Won","NN","pobj",10.42,3.72,"Noun",2.9576
"732",79,"night","Prom","Stranger","Won","NN","attr",10.42,3.72,"Noun",2.9576
"733",79,"end","Prom","Stranger","Won","NN","pobj",10.42,3.72,"Noun",2.9576
"734",79,"year","Prom","Stranger","Won","NN","pobj",10.42,3.72,"Noun",2.9576
"735",79,"school","Prom","Stranger","Won","NN","pobj",10.42,3.72,"Noun",2.9576
"736",79,"guys","Prom","Stranger","Won","NNS","nsubj",10.42,3.72,"Noun",2.9576
"737",79,"face","Prom","Stranger","Won","NN","pobj",10.42,3.72,"Noun",2.9576
"738",79,"pie","Tart","Stranger","Won","NN","pobj",8.26,3.27,"Noun",2.0899
"739",79,"team","Huddle","Stranger","Won","NN","nsubj",9.4,4.21,"Verb",2.0492
"740",79,"plan","Huddle","Stranger","Won","NN","dobj",9.4,4.21,"Verb",2.0492
"741",79,"team","Huddle","Stranger","Won","NN","nsubj",9.4,4.21,"Verb",2.0492
"742",79,"plan","Huddle","Stranger","Won","NN","dobj",9.4,4.21,"Verb",2.0492
"743",79,"form","Huddle","Stranger","Won","NN","pobj",9.4,4.21,"Verb",2.0492
"744",79,"circle","Huddle","Stranger","Won","NN","pobj",9.4,4.21,"Verb",2.0492
"745",79,"skunk","Skunk","Stranger","Won","NN","attr",5.32,4.88,"Noun",2.2227
"746",79,"team","Skunk","Stranger","Won","NN","nsubj",5.32,4.88,"Noun",2.2227
"747",79,"argh","Purple","Stranger","Lost","NN","pobj",3.6,4.04,"Adjective",2.7993
"748",79,"beach","Scenery","Stranger","Won","NN","pobj",9.7,3.38,"Noun",2.2878
"749",79,"forest","Scenery","Stranger","Won","NN","pobj",9.7,3.38,"Noun",2.2878
"750",79,"air","Pizza","Stranger","Won","NN","pobj",4.67,5,"Noun",3.233
"751",79,"bunch","Pizza","Stranger","Won","NN","dobj",4.67,5,"Noun",3.233
"752",79,"fridge","Leftovers","Stranger","Won","NN","pobj",5.62,4.48,"Noun",2.1072
"753",79,"bunch","Leftovers","Stranger","Won","NN","dobj",5.62,4.48,"Noun",2.1072
"754",79,"butts","Saddle","Stranger","Won","NNS","pobj",6.42,4.85,"Noun",2.6021
"755",79,"shit","Saddle","Stranger","Won","NN","ROOT",6.42,4.85,"Noun",2.6021
"756",79,"pooh","Saddle","Stranger","Won","NN","dobj",6.42,4.85,"Noun",2.6021
"757",79,"one","Saddle","Stranger","Won","NN","attr",6.42,4.85,"Noun",2.6021
"758",79,"animal","Owl","Stranger","Won","NN","nsubj",6.21,4.93,"Noun",2.4579
"759",79,"pooh","Owl","Stranger","Won","NN","dobj",6.21,4.93,"Noun",2.4579
"760",79,"squad","Owl","Stranger","Won","NN","dobj",6.21,4.93,"Noun",2.4579
"761",79,"word","Owl","Stranger","Won","NN","dobj",6.21,4.93,"Noun",2.4579
"762",79,"word","Owl","Stranger","Won","NN","dobj",6.21,4.93,"Noun",2.4579
"763",79,"laughter","Owl","Stranger","Won","NN","attr",6.21,4.93,"Noun",2.4579
"764",79,"places","Tavern","Stranger","Won","NNS","pobj",8.84,4.78,"Noun",2.2014
"765",79,"places","Tavern","Stranger","Won","NNS","pobj",8.84,4.78,"Noun",2.2014
"766",79,"words","Tavern","Stranger","Won","NNS","pobj",8.84,4.78,"Noun",2.2014
"767",79,"word","Tavern","Stranger","Won","NN","attr",8.84,4.78,"Noun",2.2014
"768",79,"thing","Tavern","Stranger","Won","NN","dobj",8.84,4.78,"Noun",2.2014
"769",79,"word","Tavern","Stranger","Won","NN","pobj",8.84,4.78,"Noun",2.2014
"770",79,"words","Tavern","Stranger","Won","NNS","pobj",8.84,4.78,"Noun",2.2014
"771",79,"sadness","Tavern","Stranger","Won","NN","pobj",8.84,4.78,"Noun",2.2014
"772",79,"letter","Sulk","Stranger","Out of time","NN","pobj",7.84,2.86,"Verb",1.5911
"773",79,"word","Sulk","Stranger","Out of time","NN","nsubj",7.84,2.86,"Verb",1.5911
"774",79,"vowel","Sulk","Stranger","Out of time","NN","attr",7.84,2.86,"Verb",1.5911
"775",79,"letter","Sulk","Stranger","Out of time","NN","pobj",7.84,2.86,"Verb",1.5911
"776",79,"bridge","Toll","Stranger","Won","NN","pobj",8.37,3.54,"Noun",2.2355
"777",79,"bridge","Toll","Stranger","Won","NN","pobj",8.37,3.54,"Noun",2.2355
"778",79,"shit","Toll","Stranger","Won","NN","ROOT",8.37,3.54,"Noun",2.2355
"779",79,"brand","Raisin","Friend","Won","NN","ROOT",5.05,4.97,"Noun",1.9243
"780",79,"bran","Raisin","Friend","Won","NN","ROOT",5.05,4.97,"Noun",1.9243
"781",79,"type","Raisin","Friend","Won","NN","attr",5.05,4.97,"Noun",1.9243
"782",79,"type","Raisin","Friend","Won","NN","attr",5.05,4.97,"Noun",1.9243
"783",79,"what","Raisin","Friend","Won","WP","nsubj",5.05,4.97,"Noun",1.9243
"784",79,"version","Raisin","Friend","Won","NN","nsubj",5.05,4.97,"Noun",1.9243
"785",79,"one","Gingerbread","Friend","Won","NN","nsubj",6,4.88,"Noun",1.5315
"786",79,"bite","Gingerbread","Friend","Won","NN","dobj",6,4.88,"Noun",1.5315
"787",79,"word","Jury","Friend","Won","NN","attr",11.05,4.64,"Noun",3.3389
"788",79,"judge","Jury","Friend","Won","NN","pobj",11.05,4.64,"Noun",3.3389
"789",79,"bunch","Jury","Friend","Won","NN","attr",11.05,4.64,"Noun",3.3389
"790",79,"impartial","Jury","Friend","Won","NN","attr",11.05,4.64,"Noun",3.3389
"791",79,"version","Rock","Friend","Won","NN","attr",3.22,4.91,"Noun",3.643
"792",79,"people","Shovel","Friend","Out of time","NNS","nsubj",6.28,4.97,"Noun",2.5441
"793",79,"love","Shovel","Friend","Out of time","NN","attr",6.28,4.97,"Noun",2.5441
"794",79,"dance","Shovel","Friend","Out of time","NN","dobj",6.28,4.97,"Noun",2.5441
"795",79,"bread","Pastry","Friend","Out of time","NN","ROOT",7.21,4.97,"Noun",1.9956
"796",79,"animals","Pastry","Friend","Out of time","NNS","dobj",7.21,4.97,"Noun",1.9956
"797",79,"laptop","Pigeon","Friend","Lost","NN","dobj",6.21,4.71,"Noun",2.48
"798",79,"doctor","Pigeon","Friend","Lost","NN","attr",6.21,4.71,"Noun",2.48
"799",79,"institution","Jail","Friend","Won","NN","attr",5.74,4.83,"Noun",3.5567
"800",79,"institution","Jail","Friend","Won","NN","attr",5.74,4.83,"Noun",3.5567
"801",79,"word","Jail","Friend","Won","NN","attr",5.74,4.83,"Noun",3.5567
"802",79,"type","Jail","Friend","Won","NN","attr",5.74,4.83,"Noun",3.5567
"803",79,"material","Ivory","Friend","Out of time","NN","attr",9.39,4.76,"Noun",1.8573
"804",79,"letter","Ivory","Friend","Out of time","NN","pobj",9.39,4.76,"Noun",1.8573
"805",79,"word","Ivory","Friend","Out of time","NN","dobj",9.39,4.76,"Noun",1.8573
"806",79,"lot","Ivory","Friend","Out of time","NN","dobj",9.39,4.76,"Noun",1.8573
"807",79,"plane","Ivory","Friend","Out of time","NN","pobj",9.39,4.76,"Noun",1.8573
"808",79,"air","Ivory","Friend","Out of time","NN","pobj",9.39,4.76,"Noun",1.8573
"809",79,"level","Ivory","Friend","Out of time","NN","pobj",9.39,4.76,"Noun",1.8573
"810",79,"story","Point","Friend","Out of time","NN","dobj",4.55,3.39,"Noun",4.0815
"811",79,"anecdote","Point","Friend","Out of time","NN","pobj",4.55,3.39,"Noun",4.0815
"812",79,"blank","Point","Friend","Out of time","NN","attr",4.55,3.39,"Noun",4.0815
"813",79,"blank","Point","Friend","Out of time","NN","dobj",4.55,3.39,"Noun",4.0815
"814",79,"kind","Point","Friend","Out of time","NN","nsubj",4.55,3.39,"Noun",4.0815
"815",79,"lot","Panic","Friend","Won","NN","dobj",8.35,3.04,"Noun",3.0473
"816",79,"agreement","Stale","Friend","Won","NN","pobj",7.61,3.48,"Adjective",2.1761
"817",79,"mate","Stale","Friend","Won","NN","pobj",7.61,3.48,"Adjective",2.1761
"818",79,"revival","Tightrope","Friend","Lost","NN","pobj",7.67,4.78,"Noun",1.3979
"819",79,"laughter","Tightrope","Friend","Lost","NN","ROOT",7.67,4.78,"Noun",1.3979
"820",79,"hand","Slap","Friend","Lost","NN","dobj",4.67,4.72,"Verb",2.8041
"821",79,"laughter","Temperature","Friend","Won","NN","pobj",6.17,3.71,"Noun",2.847
"822",79,"word","Temperature","Friend","Won","NN","nsubj",6.17,3.71,"Noun",2.847
"823",79,"beginning","Temperature","Friend","Won","NN","pobj",6.17,3.71,"Noun",2.847
"824",79,"check","Temperature","Friend","Won","NN","dobj",6.17,3.71,"Noun",2.847
"825",79,"blank","Recliner","Friend","Won","NN","dobj",6.11,4.68,"Noun",1
"826",79,"room","Recliner","Friend","Won","NN","pobj",6.11,4.68,"Noun",1
"827",79,"couches","Recliner","Friend","Won","NNS","ROOT",6.11,4.68,"Noun",1
"828",79,"car","Nozzle","Friend","Lost","NN","dobj",9.32,4.91,"Noun",1.301
"829",79,"car","Nozzle","Friend","Lost","NN","dobj",9.32,4.91,"Noun",1.301
"830",79,"car","Nozzle","Friend","Lost","NN","dobj",9.32,4.91,"Noun",1.301
"831",79,"word","Nozzle","Friend","Lost","NN","nsubj",9.32,4.91,"Noun",1.301
"832",79,"hose","Nozzle","Friend","Lost","NN","pobj",9.32,4.91,"Noun",1.301
"833",79,"eyes","Nozzle","Friend","Lost","NNS","pobj",9.32,4.91,"Noun",1.301
"834",79,"word","Intelligent","Friend","Out of time","NN","attr",8.28,2.46,"Adjective",2.8388
"835",79,"starts","Intelligent","Friend","Out of time","NNS","pobj",8.28,2.46,"Adjective",2.8388
"836",79,"vowel","Intelligent","Friend","Out of time","NN","pobj",8.28,2.46,"Adjective",2.8388
"837",79,"coffee","Skill","Friend","Lost","NN","dobj",6.8,2.17,"Noun",2.6075
"838",80,"word","Ghost","Stranger","Won","NN","attr",5.06,3.19,"Noun",3.2711
"839",80,"leg","Break","Stranger","Won","NN","pobj",5.3,3.71,"Verb",4.0522
"840",80,"thing","Butterfly","Stranger","Won","NN","attr",3.67,4.93,"Noun",2.4502
"841",80,"thing","Butterfly","Stranger","Won","NN","nsubj",3.67,4.93,"Noun",2.4502
"842",80,"phrase","Quit","Stranger","Won","NN","dobj",5.26,2.56,"Verb",3.6624
"843",80,"spitter","Quit","Stranger","Won","NN","attr",5.26,2.56,"Verb",3.6624
"844",80,"breeze","Chill","Stranger","Won","NN","ROOT",6.4,2.89,"Noun",2.9186
"845",80,"gestures","Chill","Stranger","Won","NNS","nsubj",6.4,2.89,"Noun",2.9186
"846",80,"gulp","Sip","Stranger","Won","NN","attr",4.26,4.17,"Noun",2.4166
"847",80,"swamp","Swamp","Stranger","Won","NN","attr",7.95,4.96,"Noun",2.6618
"848",80,"person","Honesty","Stranger","Won","NN","pobj",5,1.59,"Noun",2.567
"849",80,"things","Honesty","Stranger","Won","NNS","dobj",5,1.59,"Noun",2.567
"850",80,"right","Honesty","Stranger","Won","NN","nsubj",5,1.59,"Noun",2.567
"851",80,"things","Honesty","Stranger","Won","NNS","dobj",5,1.59,"Noun",2.567
"852",80,"thing","Field","Stranger","Won","NN","nsubj",6.1,4.26,"Noun",3.554
"853",80,"shade","Healthy","Stranger","Won","NN","dobj",7.61,3.31,"Adjective",3.1014
"854",80,"yacht","Canoe","Stranger","Won","NN","attr",6.63,4.86,"Noun",2.2625
"855",80,"yacht","Canoe","Stranger","Won","NN","attr",6.63,4.86,"Noun",2.2625
"856",80,"boat","Canoe","Stranger","Won","NN","pobj",6.63,4.86,"Noun",2.2625
"857",80,"sticks","Canoe","Stranger","Won","NNS","dobj",6.63,4.86,"Noun",2.2625
"858",80,"type","Insomnia","Stranger","Lost","NN","attr",13.05,2.68,"Noun",1.9494
"859",80,"thing","Insomnia","Stranger","Lost","NN","attr",13.05,2.68,"Noun",1.9494
"860",80,"apnea","Insomnia","Stranger","Lost","NN","ROOT",13.05,2.68,"Noun",1.9494
"861",80,"state","Hypnosis","Stranger","Out of time","NN","pobj",9.44,2.78,"Noun",2.0086
"862",80,"magician","Hypnosis","Stranger","Out of time","NN","nsubj",9.44,2.78,"Noun",2.0086
"863",80,"state","Hypnosis","Stranger","Out of time","NN","pobj",9.44,2.78,"Noun",2.0086
"864",80,"word","Hypnosis","Stranger","Out of time","NN","attr",9.44,2.78,"Noun",2.0086
"865",80,"magician","Hypnosis","Stranger","Out of time","NN","pobj",9.44,2.78,"Noun",2.0086
"866",80,"lot","Hypnosis","Stranger","Out of time","NN","dobj",9.44,2.78,"Noun",2.0086
"867",80,"things","Hypnosis","Stranger","Out of time","NNS","pobj",9.44,2.78,"Noun",2.0086
"868",80,"building","Hypnosis","Stranger","Out of time","NN","pobj",9.44,2.78,"Noun",2.0086
"869",80,"square","Circle","Stranger","Won","NN","attr",3.67,4.44,"Noun",3.0406
"870",80,"holiday","Nutcracker","Stranger","Out of time","NN","attr",7.24,4.81,"Noun",1.5682
"871",80,"opera","Nutcracker","Stranger","Out of time","NN","pobj",7.24,4.81,"Noun",1.5682
"872",80,"thing","Nutcracker","Stranger","Out of time","NN","ROOT",7.24,4.81,"Noun",1.5682
"873",80,"figurine","Nutcracker","Stranger","Out of time","NN","dobj",7.24,4.81,"Noun",1.5682
"874",80,"legume","Nutcracker","Stranger","Out of time","NN","dobj",7.24,4.81,"Noun",1.5682
"875",80,"nutcracker","Customer","Stranger","Won","NN","attr",7.21,3.82,"Noun",2.8899
"876",80,"employee","Customer","Stranger","Won","NN","attr",7.21,3.82,"Noun",2.8899
"877",80,"place","Customer","Stranger","Won","NN","pobj",7.21,3.82,"Noun",2.8899
"878",80,"cat","Customer","Stranger","Won","NN","attr",7.21,3.82,"Noun",2.8899
"879",80,"mouth","Blow","Stranger","Lost","NN","pobj",4,3.74,"Verb",3.697
"880",80,"round","Lunch","Stranger","Lost","NN","pobj",3.61,4.31,"Noun",3.7252
"881",80,"name","Lunch","Stranger","Lost","NN","nsubj",3.61,4.31,"Noun",3.7252
"882",80,"mary","Lunch","Stranger","Lost","NN","ROOT",3.61,4.31,"Noun",3.7252
"883",80,"treasure","Decipher","Stranger","Out of time","NN","ROOT",10.84,2.83,"Verb",1.9445
"884",80,"words","Decipher","Stranger","Out of time","NNS","pobj",10.84,2.83,"Verb",1.9445
"885",80,"map","Decipher","Stranger","Out of time","NN","pobj",10.84,2.83,"Verb",1.9445
"886",80,"game","Shuffle","Stranger","Won","NN","ROOT",8.95,3.83,"Verb",2.179
"887",80,"deck","Shuffle","Stranger","Won","NN","pobj",8.95,3.83,"Verb",2.179
"888",80,"sun","Crayon","Stranger","Won","NN","dobj",3.2,4.87,"Noun",1.3424
"889",80,"waitress","Diner","Stranger","Lost","NN","dobj",6.83,4.82,"Noun",2.8014
"890",80,"type","Diner","Stranger","Lost","NN","attr",6.83,4.82,"Noun",2.8014
"891",80,"type","Diner","Stranger","Lost","NN","pobj",6.83,4.82,"Noun",2.8014
"892",80,"thing","Diner","Stranger","Lost","NN","nsubj",6.83,4.82,"Noun",2.8014
"893",80,"middle","Diner","Stranger","Lost","NN","pobj",6.83,4.82,"Noun",2.8014
"894",80,"stomach","Diner","Stranger","Lost","NN","pobj",6.83,4.82,"Noun",2.8014
"895",80,"car","License","Stranger","Won","NN","dobj",8.7,4,"Noun",3.2138
"896",80,"card","License","Stranger","Won","NN","attr",8.7,4,"Noun",3.2138
"897",80,"card","License","Stranger","Won","NN","attr",8.7,4,"Noun",3.2138
"898",80,"envelope","Invitation","Friend","Won","NN","ROOT",6.38,3.65,"Noun",2.8808
"899",80,"tv","Forecast","Friend","Won","NN","pobj",9.05,2.78,"Noun",1.9868
"900",80,"legs","Jump","Friend","Won","NNS","nsubj",2.84,4.52,"Verb",3.5517
"901",80,"ground","Jump","Friend","Won","NN","pobj",2.84,4.52,"Verb",3.5517
"902",80,"ooh","Spider","Friend","Won","NN","pobj",3.43,4.97,"Noun",2.7126
"903",80,"words","Know","Friend","Out of time","NNS","pobj",4.5,1.68,"Verb",5.4651
"904",80,"words","Know","Friend","Out of time","NNS","pobj",4.5,1.68,"Verb",5.4651
"905",80,"words","Know","Friend","Out of time","NNS","pobj",4.5,1.68,"Verb",5.4651
"906",80,"song","Gravity","Friend","Lost","NN","attr",8.39,2.86,"Noun",2.5465
"907",80,"vehicle","Couch","Friend","Won","NN","pobj",3.74,4.71,"Noun",3.0785
"908",80,"house","Crash","Friend","Won","NN","pobj",6.11,3.79,"Noun",3.1649
"909",80,"kitchen","Crash","Friend","Won","NN","pobj",6.11,3.79,"Noun",3.1649
"910",80,"word","Refrigerator","Friend","Lost","NN","attr",4.11,5,"Noun",2.6314
"911",80,"verse","Journey","Friend","Out of time","NN","nsubj",7.67,2.57,"Noun",3.0077
"912",80,"humming","Journey","Friend","Out of time","NN","ROOT",7.67,2.57,"Noun",3.0077
"913",80,"word","Journey","Friend","Out of time","NN","dobj",7.67,2.57,"Noun",3.0077
"914",80,"journey","Fake","Friend","Won","NN","dobj",5.83,1.97,"Adjective",3.2681
"915",80,"living","Duvet","Friend","Out of time","NN","pobj",15,4.85,"Noun",1.1139
"916",80,"bedroom","Duvet","Friend","Out of time","NN","pobj",15,4.85,"Noun",1.1139
"917",80,"letter","Duvet","Friend","Out of time","NN","pobj",15,4.85,"Noun",1.1139
"918",80,"alphabet","Duvet","Friend","Out of time","NN","pobj",15,4.85,"Noun",1.1139
"919",80,"a","Duvet","Friend","Out of time","NN","pobj",15,4.85,"Noun",1.1139
"920",80,"ocean","Float","Friend","Out of time","NN","pobj",5.39,4.07,"Verb",2.5821
"921",80,"breath","Float","Friend","Out of time","NN","pobj",5.39,4.07,"Verb",2.5821
"922",80,"letter","Heist","Friend","Won","NN","attr",10.61,3.3,"Noun",2.2068
"923",80,"space","Sauna","Friend","Won","NN","pobj",10.28,4.68,"Noun",1.8451
"924",80,"box","Sauna","Friend","Won","NN","attr",10.28,4.68,"Noun",1.8451
"925",80,"sauna","Sauna","Friend","Won","NN","ROOT",10.28,4.68,"Noun",1.8451
"926",80,"boat","Deck","Friend","Won","NN","pobj",6.45,4.77,"Noun",3.0839
"927",80,"poop","Deck","Friend","Won","NN","dobj",6.45,4.77,"Noun",3.0839
"928",80,"circle","Deck","Friend","Won","NN","pobj",6.45,4.77,"Noun",3.0839
"929",80,"lines","Snob","Friend","Out of time","NNS","pobj",9.32,2.7,"Noun",2.0492
"930",80,"shit","Snob","Friend","Out of time","NN","attr",9.32,2.7,"Noun",2.0492
"931",80,"lips","Snob","Friend","Out of time","NNS","pobj",9.32,2.7,"Noun",2.0492
"932",80,"hole","Geyser","Friend","Lost","NN","attr",10.11,4.68,"Noun",1.0792
"933",80,"ground","Geyser","Friend","Lost","NN","pobj",10.11,4.68,"Noun",1.0792
"934",80,"nevermind","Geyser","Friend","Lost","NN","dobj",10.11,4.68,"Noun",1.0792
"935",80,"thing","Geyser","Friend","Lost","NN","nsubjpass",10.11,4.68,"Noun",1.0792
"936",80,"outfit","Geyser","Friend","Lost","NN","pobj",10.11,4.68,"Noun",1.0792
"937",80,"laughter","Newspaper","Friend","Won","NN","dobj",5.78,4.82,"Noun",3.0824
"938",80,"state","Island","Friend","Won","NN","attr",7.41,4.96,"Noun",3.3051
"939",80,"opposite","Desert","Friend","Out of time","NN","attr",8.35,4.86,"Noun",3.1547
"940",80,"wait","Desert","Friend","Out of time","NN","pobj",8.35,4.86,"Noun",3.1547
"941",80,"biome","Desert","Friend","Out of time","NN","attr",8.35,4.86,"Noun",3.1547
"942",80,"things","Desert","Friend","Out of time","NNS","dobj",8.35,4.86,"Noun",3.1547
"943",80,"band","Band","Friend","Lost","NN","attr",6.16,4.68,"Noun",3.4354
"944",53,"thing","Champagne","Stranger","Out of time","NN","ROOT",10.26,4.82,"Noun",3.2033
