"","ppt_id","head_noun","card","pair_type","trial_result","head_noun_tag","dep","AoA","Conc.M","Dom_Pos","Lg10WF"
"294",27,"holiday","Mistletoe","Friend","Won","NN","ROOT",9.65,4.85,"Noun",1.9956
"295",27,"holiday","Mistletoe","Friend","Won","NN","nsubj",9.65,4.85,"Noun",1.9956
"296",27,"activity","Mistletoe","Friend","Won","NN","pobj",9.65,4.85,"Noun",1.9956
"297",27,"absence","Fog","Friend","Won","NN","nsubj",6.21,4.66,"Noun",2.6839
"298",27,"sky","Fog","Friend","Won","NN","pobj",6.21,4.66,"Noun",2.6839
"299",27,"lot","Fog","Friend","Won","NN","appos",6.21,4.66,"Noun",2.6839
"300",27,"air","Fog","Friend","Won","NN","pobj",6.21,4.66,"Noun",2.6839
"301",27,"garden","Plant","Friend","Won","NN","pobj",3.95,4.76,"Noun",3.1489
"302",27,"wipeout","Tavern","Friend","Lost","NN","dobj",8.84,4.78,"Noun",2.2014
"303",27,"women","Mud","Friend","Won","NNS","dobj",4.05,4.86,"Noun",2.8791
"304",27,"morning","Mascara","Friend","Won","NN","pobj",9.21,4.93,"Noun",1.8129
"305",27,"face","Mascara","Friend","Won","NN","dobj",9.21,4.93,"Noun",1.8129
"306",27,"steps","Mascara","Friend","Won","NNS","pobj",9.21,4.93,"Noun",1.8129
"307",27,"body","Shovel","Friend","Lost","NN","dobj",6.28,4.97,"Noun",2.5441
"308",27,"word","Dummy","Friend","Won","NN","ROOT",5.17,3.96,"Noun",2.6998
"309",27,"one","Dummy","Friend","Won","NN","ROOT",5.17,3.96,"Noun",2.6998
"310",27,"continuation","Dummy","Friend","Won","NN","ROOT",5.17,3.96,"Noun",2.6998
"311",27,"word","Dummy","Friend","Won","NN","pobj",5.17,3.96,"Noun",2.6998
"312",27,"word","Dummy","Friend","Won","NN","attr",5.17,3.96,"Noun",2.6998
"313",27,"ocean","Skyline","Friend","Lost","NN","ROOT",11,4.43,"Noun",1.5441
"314",27,"one","Skyline","Friend","Lost","NN","dobj",11,4.43,"Noun",1.5441
"315",27,"tape","Mix","Friend","Won","NN","ROOT",5.11,3.82,"Verb",2.9217
"316",27,"type","Recipe","Friend","Won","NN","dobj",6.95,4.43,"Noun",2.5899
"317",27,"type","Lemon","Friend","Won","NN","attr",4.74,5,"Noun",2.7882
"318",27,"eyes","Nozzle","Friend","Lost","NNS","dobj",9.32,4.91,"Noun",1.301
"319",27,"lot","Dream","Friend","Won","NN","dobj",4.88,2.6,"Noun",3.8324
"320",27,"lot","Dream","Friend","Won","NN","pobj",4.88,2.6,"Noun",3.8324
"321",27,"cracker","Stale","Friend","Won","NN","pobj",7.61,3.48,"Adjective",2.1761
"322",27,"phone","Snooze","Friend","Won","NN","nsubj",6.84,3.31,"Verb",1.6721
"323",27,"noise","Snooze","Friend","Won","NN","dobj",6.84,3.31,"Verb",1.6721
"324",27,"day","Snooze","Friend","Won","NN","pobj",6.84,3.31,"Verb",1.6721
"325",27,"animal","Snooze","Friend","Won","NN","attr",6.84,3.31,"Verb",1.6721
"326",27,"room","Underdog","Friend","Lost","NN","pobj",10.44,2.71,"Noun",1.699
"327",27,"altercation","Slap","Friend","Won","NN","pobj",4.67,4.72,"Verb",2.8041
"328",27,"top","Slap","Friend","Won","NN","pobj",4.67,4.72,"Verb",2.8041
"329",27,"body","Slap","Friend","Won","NN","pobj",4.67,4.72,"Verb",2.8041
"330",27,"laughter","Slap","Friend","Won","NN","ROOT",4.67,4.72,"Verb",2.8041
"331",27,"thing","Mistake","Friend","Lost","NN","dobj",5.78,1.97,"Noun",3.7161
"332",27,"one","Thirst","Stranger","Lost","NN","dobj",6.06,3.04,"Noun",2.281
"333",27,"lot","Thirst","Stranger","Lost","NN","dobj",6.06,3.04,"Noun",2.281
"334",27,"word","Intelligent","Stranger","Won","NN","ROOT",8.28,2.46,"Adjective",2.8388
"335",27,"reaction","Panic","Stranger","Won","NN","attr",8.35,3.04,"Noun",3.0473
"336",27,"name","Panic","Stranger","Won","NN","nsubj",8.35,3.04,"Noun",3.0473
"337",27,"band","Panic","Stranger","Won","NN","pobj",8.35,3.04,"Noun",3.0473
"338",27,"disco","Panic","Stranger","Won","NN","pobj",8.35,3.04,"Noun",3.0473
"339",27,"person","Gingerbread","Stranger","Won","NN","attr",6,4.88,"Noun",1.5315
"340",27,"cookie","Gingerbread","Stranger","Won","NN","attr",6,4.88,"Noun",1.5315
"341",27,"people","Slow","Stranger","Lost","NNS","nsubjpass",4.15,3.28,"Adjective",3.5886
"342",27,"pace","Slow","Stranger","Lost","NN","pobj",4.15,3.28,"Adjective",3.5886
"343",27,"type","Slow","Stranger","Lost","NN","attr",4.15,3.28,"Adjective",3.5886
"344",27,"kind","Sizzle","Stranger","Lost","NN","ROOT",8.16,3.48,"Noun",1.5185
"345",27,"type","Sizzle","Stranger","Lost","NN","attr",8.16,3.48,"Noun",1.5185
"346",27,"hand","Paw","Stranger","Won","NN","ROOT",5.89,4.3,"Noun",2.2041
"347",27,"year","Paw","Stranger","Won","NN","pobj",5.89,4.3,"Noun",2.2041
"348",27,"lot","Tickle","Stranger","Lost","NN","nsubj",4.35,3.85,"Verb",2.3909
"349",27,"thing","Owl","Stranger","Lost","NN","attr",6.21,4.93,"Noun",2.4579
"350",27,"color","Grape","Stranger","Won","NN","conj",3.94,5,"Noun",2.3118
"351",27,"word","Note","Stranger","Won","NN","ROOT",6.4,4.61,"Noun",3.4365
"352",27,"version","Raisin","Stranger","Won","NN","ROOT",5.05,4.97,"Noun",1.9243
"353",27,"sun","Raisin","Stranger","Won","NN","pobj",5.05,4.97,"Noun",1.9243
"354",27,"brand","Silk","Stranger","Won","NN","attr",7.39,4.7,"Noun",2.699
"355",27,"milk","Silk","Stranger","Won","NN","pobj",7.39,4.7,"Noun",2.699
"356",27,"soup","Silk","Stranger","Won","NN","attr",7.39,4.7,"Noun",2.699
