rt,session_id,button_pressed,card,critical_trial,color,pair_type,trial_result,trial_with_partner,Participant ID,Session Number,Deck Color,Order,MINT_Score_Uncued_Correct,ppt_id,Gender,Native_Speaker,Played_before,Taboo_expertise,partner_id,partner_closeness
14290,11,1,Strategy,yes,Red,Friend,Lost,22,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
12646,11,0,Tag,yes,Red,Friend,Won,23,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
22646,11,0,Quintuplets,yes,Red,Friend,Won,24,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
13143,11,1,Truffle,yes,Red,Friend,Lost,25,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
18454,11,0,Marble,yes,Red,Friend,Won,26,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
22533,11,0,Waiter,yes,Red,Friend,Won,27,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
12973,11,0,Poem,yes,Red,Friend,Won,28,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
7461,11,0,Tired,yes,Red,Friend,Won,29,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
15734,11,1,Teapot,yes,Red,Friend,Lost,30,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
10181,11,1,Mirror,yes,Red,Friend,Lost,1,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
17985,11,0,Piano,yes,Red,Friend,Won,2,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
29506,11,0,Scarecrow,yes,Red,Friend,Won,3,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
11376,11,0,Spatula,yes,Red,Friend,Won,4,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
9497,11,1,Yo-Yo,yes,Red,Friend,Lost,5,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
21042,11,1,Watch,yes,Red,Friend,Lost,6,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
27370,11,1,Volcano,yes,Red,Friend,Lost,7,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,44,3.75
12461,11,0,Tip,yes,Red,Stranger,Won,8,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
15129,11,0,Tape,yes,Red,Stranger,Won,9,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
22657,11,0,Wrinkle,yes,Red,Stranger,Won,10,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
12137,11,0,Stomach,yes,Red,Stranger,Won,11,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
2944,11,1,Parsley,yes,Red,Stranger,Lost,12,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
,11,,Snowflake,yes,Red,Stranger,Out of time,13,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
,11,,Trophy,yes,Red,Stranger,Out of time,14,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
15567,11,0,Trigger,yes,Red,Stranger,Won,15,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
,11,,Hunk,yes,Red,Stranger,Out of time,16,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
5394,11,1,Shrimp,yes,Red,Stranger,Lost,17,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
14220,11,0,Stop,yes,Red,Stranger,Won,18,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
13272,11,0,Touch,yes,Red,Stranger,Won,19,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
21208,11,1,Welcome,yes,Red,Stranger,Lost,20,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
11983,11,0,Pin,yes,Red,Stranger,Won,21,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
15755,11,0,Mad,yes,Red,Stranger,Won,22,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
5208,11,1,Windmill,yes,Red,Stranger,Lost,23,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
10725,11,1,Knife,yes,Red,Stranger,Lost,24,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
14447,11,0,Hamster,yes,Red,Stranger,Won,25,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
11477,11,1,Trunk,yes,Red,Stranger,Lost,26,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
,11,,Theme Park,yes,Red,Stranger,Out of time,27,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
22543,11,1,Yesterday,yes,Red,Stranger,Lost,28,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
12241,11,0,Straw,yes,Red,Stranger,Won,29,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
17953,11,1,Shampoo,yes,Red,Stranger,Lost,30,42,11,Red,Friend_Stranger,21,42,Female,Yes,Yes,3,41,0
,11,,Slow,yes,Purple,Friend,Out of time,1,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
22010,11,0,Job,yes,Purple,Friend,Won,2,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
18396,11,1,Shaving Cream,yes,Purple,Friend,Lost,3,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
,11,,Scientist,yes,Purple,Friend,Out of time,4,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
26386,11,1,Puke,yes,Purple,Friend,Lost,5,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
3318,11,1,Tonsils,yes,Purple,Friend,Lost,6,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
13749,11,1,Race Horse,yes,Purple,Friend,Lost,7,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
6055,11,0,Hug,yes,Purple,Friend,Won,8,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
14115,11,0,Teddy Bear,yes,Purple,Friend,Won,9,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
11528,11,1,Grape,yes,Purple,Friend,Lost,10,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
12615,11,0,Stew,yes,Purple,Friend,Won,11,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
9966,11,1,In-Law,yes,Purple,Friend,Lost,12,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
10973,11,0,Mix,yes,Purple,Friend,Won,13,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
17620,11,0,Oyster,yes,Purple,Friend,Won,14,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
26130,11,1,Tickle,yes,Purple,Friend,Lost,15,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
10363,11,1,Fumble,yes,Purple,Friend,Lost,16,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
21550,11,0,Leftovers,yes,Purple,Friend,Won,17,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
11149,11,0,Pizza,yes,Purple,Friend,Won,18,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
13590,11,1,Pickpocket,yes,Purple,Friend,Lost,19,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
7587,11,0,Fly,yes,Purple,Friend,Won,20,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
9572,11,1,Scorpion,yes,Purple,Friend,Lost,21,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
4264,11,1,Skyline,yes,Purple,Friend,Lost,22,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
,11,,Ping-Pong,yes,Purple,Friend,Out of time,23,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
16452,11,1,Dummy,yes,Purple,Friend,Lost,24,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
9056,11,1,Finger,yes,Purple,Friend,Lost,25,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
12907,11,0,Marshmallow,yes,Purple,Friend,Won,26,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
9651,11,1,Shovel,yes,Purple,Friend,Lost,27,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
27667,11,0,Graduation,yes,Purple,Friend,Won,28,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
10420,11,1,Lake,yes,Purple,Friend,Lost,29,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
10602,11,0,Mud,yes,Purple,Friend,Won,30,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
5922,11,0,Monster,yes,Purple,Friend,Won,31,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
5864,11,1,Scenery,yes,Purple,Friend,Lost,32,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
11063,11,0,Kangaroo,yes,Purple,Friend,Won,33,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
7610,11,0,Fog,yes,Purple,Friend,Won,34,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
13735,11,1,Touchdown,yes,Purple,Friend,Lost,35,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,41,5
17844,11,0,Jogging,yes,Purple,Stranger,Won,1,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
11055,11,0,Surgery,yes,Purple,Stranger,Won,2,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
19052,11,0,Mistake,yes,Purple,Stranger,Won,3,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
8916,11,1,Recliner,yes,Purple,Stranger,Lost,4,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
15719,11,1,Huddle,yes,Purple,Stranger,Lost,5,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
13458,11,1,Question Mark,yes,Purple,Stranger,Lost,6,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
21372,11,1,Path,yes,Purple,Stranger,Lost,7,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
5316,11,1,Pedicure,yes,Purple,Stranger,Lost,8,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
12388,11,1,Rock,yes,Purple,Stranger,Lost,9,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
11189,11,0,Prom,yes,Purple,Stranger,Won,10,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
29973,11,1,Turnover,yes,Purple,Stranger,Lost,11,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
4253,11,1,Lasagna,yes,Purple,Stranger,Lost,12,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
25876,11,0,Tart,yes,Purple,Stranger,Won,13,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
11006,11,0,Silk,yes,Purple,Stranger,Won,14,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
26806,11,0,Puppy,yes,Purple,Stranger,Won,15,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
8941,11,1,Thirst,yes,Purple,Stranger,Lost,16,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
5075,11,1,Lily,yes,Purple,Stranger,Lost,17,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
9073,11,0,Panda,yes,Purple,Stranger,Won,18,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
10669,11,0,Mountain,yes,Purple,Stranger,Won,19,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
2917,11,1,Ivory,yes,Purple,Stranger,Lost,20,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
22561,11,0,Tavern,yes,Purple,Stranger,Won,21,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
2009,11,1,Luau,yes,Purple,Stranger,Lost,22,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
15943,11,1,Taxes,yes,Purple,Stranger,Lost,23,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
10304,11,0,Test,yes,Purple,Stranger,Won,24,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
9677,11,0,Rainbow,yes,Purple,Stranger,Won,25,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
27252,11,1,Mattress,yes,Purple,Stranger,Lost,26,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
13501,11,1,Peacock,yes,Purple,Stranger,Lost,27,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
13612,11,1,Sulk,yes,Purple,Stranger,Lost,28,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
7965,11,1,Dance,yes,Purple,Stranger,Lost,29,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
12177,11,0,Lemon,yes,Purple,Stranger,Won,30,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
5549,11,1,Pastry,yes,Purple,Stranger,Lost,31,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
12128,11,0,Dream,yes,Purple,Stranger,Won,32,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
7549,11,1,Toll,yes,Purple,Stranger,Lost,33,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
11403,11,0,Point,yes,Purple,Stranger,Won,34,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
2459,11,1,Mascara,yes,Purple,Stranger,Lost,35,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
,11,,Temperature,yes,Purple,Stranger,Out of time,36,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
12810,11,1,Skill,yes,Purple,Stranger,Lost,37,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
7717,11,1,Underdog,yes,Purple,Stranger,Lost,38,43,11,Purple,Friend_Stranger,20,43,Male,Yes,No,1,44,0
10367,11,0,Engine,yes,Yellow,Friend,Won,1,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
26133,11,1,Cream,yes,Yellow,Friend,Lost,2,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
12192,11,1,Geometry,yes,Yellow,Friend,Lost,3,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
6727,11,1,Hypnosis,yes,Yellow,Friend,Lost,4,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
,11,,Snob,yes,Yellow,Friend,Out of time,5,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
8845,11,0,Money,yes,Yellow,Friend,Won,6,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
15963,11,0,Parrot,yes,Yellow,Friend,Won,7,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
14432,11,1,Quit,yes,Yellow,Friend,Lost,8,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
18047,11,0,Stripes,yes,Yellow,Friend,Won,9,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
15496,11,0,Tunnel,yes,Yellow,Friend,Won,10,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
21475,11,0,Nest,yes,Yellow,Friend,Won,11,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
22624,11,1,Quick,yes,Yellow,Friend,Lost,12,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
19770,11,1,Pomegranate,yes,Yellow,Friend,Lost,13,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
26756,11,1,Lunch,yes,Yellow,Friend,Lost,14,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
,11,,Butterfly,yes,Yellow,Friend,Out of time,15,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
2496,11,1,Brandy,yes,Yellow,Friend,Lost,16,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
20069,11,0,Belly Button,yes,Yellow,Friend,Won,17,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
7330,11,0,Fake,yes,Yellow,Friend,Won,18,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
16484,11,1,Break,yes,Yellow,Friend,Lost,19,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
23599,11,0,Soup,yes,Yellow,Friend,Won,20,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
24595,11,1,Journey,yes,Yellow,Friend,Lost,21,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
16251,11,0,Desert,yes,Yellow,Friend,Won,22,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
20048,11,0,Deck,yes,Yellow,Friend,Won,23,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
15473,11,1,Lizard,yes,Yellow,Friend,Lost,24,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
7513,11,0,Kite,yes,Yellow,Friend,Won,25,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
8699,11,0,Island,yes,Yellow,Friend,Won,26,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
16111,11,1,Paint,yes,Yellow,Friend,Lost,27,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
5614,11,1,Decipher,yes,Yellow,Friend,Lost,28,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
16049,11,0,Crab,yes,Yellow,Friend,Won,29,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
19262,11,1,Jump,yes,Yellow,Friend,Lost,30,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,42,2.625
9216,11,0,Moon,yes,Yellow,Stranger,Won,1,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
28635,11,1,Dimples,yes,Yellow,Stranger,Lost,2,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
10839,11,0,Field,yes,Yellow,Stranger,Won,3,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
10181,11,0,Garlic,yes,Yellow,Stranger,Won,4,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
22670,11,0,Garage,yes,Yellow,Stranger,Won,5,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
12183,11,1,Mop,yes,Yellow,Stranger,Lost,6,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
16740,11,0,Scale,yes,Yellow,Stranger,Won,7,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
15035,11,1,Honesty,yes,Yellow,Stranger,Lost,8,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
25790,11,1,Cobweb,yes,Yellow,Stranger,Lost,9,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
10631,11,1,Lipstick,yes,Yellow,Stranger,Lost,10,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
14038,11,0,Park,yes,Yellow,Stranger,Won,11,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
11871,11,0,Curfew,yes,Yellow,Stranger,Won,12,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
17239,11,0,Feather,yes,Yellow,Stranger,Won,13,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
16204,11,0,Butter,yes,Yellow,Stranger,Won,14,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
10404,11,1,Explode,yes,Yellow,Stranger,Lost,15,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
7533,11,0,Fan,yes,Yellow,Stranger,Won,16,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
13201,11,1,Pretzel,yes,Yellow,Stranger,Lost,17,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
7637,11,0,Brown,yes,Yellow,Stranger,Won,18,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
8101,11,0,Swamp,yes,Yellow,Stranger,Won,19,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
6857,11,1,Canoe,yes,Yellow,Stranger,Lost,20,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
8825,11,0,Ancient,yes,Yellow,Stranger,Won,21,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
,11,,Artist,yes,Yellow,Stranger,Out of time,22,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
8395,11,0,Healthy,yes,Yellow,Stranger,Won,23,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
5297,11,1,Cupcake,yes,Yellow,Stranger,Lost,24,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
,11,,Nutcracker,yes,Yellow,Stranger,Out of time,25,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
7462,11,0,Ice,yes,Yellow,Stranger,Won,26,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
7790,11,0,Blow,yes,Yellow,Stranger,Won,27,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
5544,11,1,Forest,yes,Yellow,Stranger,Lost,28,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
9094,11,0,Crash,yes,Yellow,Stranger,Won,29,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
24644,11,0,Gallery,yes,Yellow,Stranger,Won,30,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
18464,11,1,Coincidence,yes,Yellow,Stranger,Lost,31,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
8247,11,0,Heart,yes,Yellow,Stranger,Won,32,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
12143,11,1,Coach,yes,Yellow,Stranger,Lost,33,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
13367,11,1,Jackpot,yes,Yellow,Stranger,Lost,34,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
14412,11,0,Clumsy,yes,Yellow,Stranger,Won,35,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
10972,11,1,Crayon,yes,Yellow,Stranger,Lost,36,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
15352,11,1,Fall,yes,Yellow,Stranger,Lost,37,44,11,Yellow,Friend_Stranger,21,44,Non-binary,Yes,No,4,43,0
18356,12,0,Brain,yes,Blue,Stranger,Won,1,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
,12,,Bonfire,yes,Blue,Stranger,Out of time,2,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
15436,12,0,Dare,yes,Blue,Stranger,Won,3,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
7365,12,0,Doctor,yes,Blue,Stranger,Won,4,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
,12,,Boomerang,yes,Blue,Stranger,Out of time,5,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
24155,12,1,Immortal,yes,Blue,Stranger,Lost,6,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
,12,,Fidget,yes,Blue,Stranger,Out of time,7,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
27312,12,0,Appendix,yes,Blue,Stranger,Won,8,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
,12,,Design,yes,Blue,Stranger,Out of time,9,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
,12,,Chocolate,yes,Blue,Stranger,Out of time,10,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
7311,12,1,Battery,yes,Blue,Stranger,Lost,11,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
10463,12,0,Backpack,yes,Blue,Stranger,Won,12,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
6577,12,1,Book,yes,Blue,Stranger,Lost,13,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
18359,12,1,Bikini,yes,Blue,Stranger,Lost,14,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
13599,12,0,Camp,yes,Blue,Stranger,Won,15,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
19327,12,0,Handcuffs,yes,Blue,Stranger,Won,16,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
23756,12,0,Honeymoon,yes,Blue,Stranger,Won,17,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
10935,12,0,Bag,yes,Blue,Stranger,Won,18,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
,12,,Caricature,yes,Blue,Stranger,Out of time,19,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
8811,12,0,Polar Bear,yes,Blue,Stranger,Won,20,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
18963,12,0,Lifeguard,yes,Blue,Stranger,Won,21,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
14814,12,0,Cotton,yes,Blue,Stranger,Won,22,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
19800,12,1,Bath,yes,Blue,Stranger,Lost,23,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
,12,,Bartender,yes,Blue,Stranger,Out of time,24,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
27902,12,1,Gasp,yes,Blue,Stranger,Lost,25,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
4797,12,1,Barn,yes,Blue,Stranger,Lost,26,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,47,0
24884,12,0,Freshen,yes,Blue,Friend,Won,1,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,46,5.375
12928,12,0,Airport,yes,Blue,Friend,Won,2,45,12,Blue,Stranger_Friend,20,45,Male,Yes,No,4,46,5.375
