rt,session_id,button_pressed,card,critical_trial,color,pair_type,trial_result,trial_with_partner,Participant ID,Session Number,Deck Color,Order,MINT_Score_Uncued_Correct,ppt_id,Gender,Native_Speaker,Played_before,Taboo_expertise,partner_id,partner_closeness
19288,7,1,Honesty,yes,Yellow,Friend,Lost,5,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
16017,7,0,Moon,yes,Yellow,Friend,Won,6,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
18431,7,0,Lunch,yes,Yellow,Friend,Won,7,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
19727,7,1,Tunnel,yes,Yellow,Friend,Lost,8,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
16496,7,1,Insomnia,yes,Yellow,Friend,Lost,9,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
21586,7,0,Museum,yes,Yellow,Friend,Won,10,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
,7,,Mop,yes,Yellow,Friend,Out of time,11,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
16181,7,0,Butter,yes,Yellow,Friend,Won,12,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
14778,7,0,Duvet,yes,Yellow,Friend,Won,13,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
10330,7,0,Newspaper,yes,Yellow,Friend,Won,14,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
10608,7,0,Forest,yes,Yellow,Friend,Won,15,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
22292,7,1,Clumsy,yes,Yellow,Friend,Lost,16,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
26935,7,0,Forecast,yes,Yellow,Friend,Won,17,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
15387,7,0,Geometry,yes,Yellow,Friend,Won,18,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
,7,,Customer,yes,Yellow,Friend,Out of time,19,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
8457,7,0,Rug,yes,Yellow,Friend,Won,20,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
12717,7,0,Jump,yes,Yellow,Friend,Won,21,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
22860,7,0,Cupcake,yes,Yellow,Friend,Won,22,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
7725,7,1,Fall,yes,Yellow,Friend,Lost,23,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
15040,7,0,Fan,yes,Yellow,Friend,Won,24,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
6103,7,0,Chopsticks,yes,Yellow,Friend,Won,25,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
9971,7,0,Spider,yes,Yellow,Friend,Won,26,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
20169,7,0,Organic,yes,Yellow,Friend,Won,27,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
14317,7,0,Helicopter,yes,Yellow,Friend,Won,28,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
25751,7,1,Cream,yes,Yellow,Friend,Lost,29,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
6617,7,0,Milk,yes,Yellow,Friend,Won,30,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
6906,7,0,Fake,yes,Yellow,Friend,Won,31,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
12479,7,0,Swamp,yes,Yellow,Friend,Won,32,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
7248,7,1,Chill,yes,Yellow,Friend,Lost,33,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,26,3.875
11233,7,0,Crash,yes,Yellow,Stranger,Won,1,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
12280,7,0,Field,yes,Yellow,Stranger,Won,2,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
17024,7,0,Sauna,yes,Yellow,Stranger,Won,3,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
9874,7,0,Reindeer,yes,Yellow,Stranger,Won,4,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
15135,7,0,Refrigerator,yes,Yellow,Stranger,Won,5,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
10698,7,1,Lipstick,yes,Yellow,Stranger,Lost,6,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
17980,7,0,Soup,yes,Yellow,Stranger,Won,7,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
19125,7,1,Heist,yes,Yellow,Stranger,Lost,8,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
10404,7,1,Gravity,yes,Yellow,Stranger,Lost,9,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
14212,7,0,Rhyme,yes,Yellow,Stranger,Won,10,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
6790,7,0,Brandy,yes,Yellow,Stranger,Won,11,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
12163,7,1,Nest,yes,Yellow,Stranger,Lost,12,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
11906,7,0,Blow,yes,Yellow,Stranger,Won,13,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
9759,7,0,Map,yes,Yellow,Stranger,Won,14,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
6370,7,1,Nutcracker,yes,Yellow,Stranger,Lost,15,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
9467,7,0,Bulb,yes,Yellow,Stranger,Won,16,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
13618,7,0,Butterfly,yes,Yellow,Stranger,Won,17,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
29494,7,0,Crab,yes,Yellow,Stranger,Won,18,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
12086,7,1,Pat,yes,Yellow,Stranger,Lost,19,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
21998,7,0,Chandelier,yes,Yellow,Stranger,Won,20,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
23108,7,1,Scale,yes,Yellow,Stranger,Lost,21,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
3727,7,1,Fajita,yes,Yellow,Stranger,Lost,22,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
15915,7,0,Snob,yes,Yellow,Stranger,Won,23,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
7875,7,0,Invitation,yes,Yellow,Stranger,Won,24,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
17904,7,1,Pomegranate,yes,Yellow,Stranger,Lost,25,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
22876,7,0,Money,yes,Yellow,Stranger,Won,26,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
10119,7,1,Infinity,yes,Yellow,Stranger,Lost,27,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
11493,7,0,Detective,yes,Yellow,Stranger,Won,28,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
10790,7,0,Stripes,yes,Yellow,Stranger,Won,29,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
7079,7,0,Engine,yes,Yellow,Stranger,Won,30,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
,7,,Canoe,yes,Yellow,Stranger,Out of time,31,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
14247,7,0,Band,yes,Yellow,Stranger,Won,32,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
12034,7,0,Explode,yes,Yellow,Stranger,Won,33,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
24866,7,0,Kite,yes,Yellow,Stranger,Won,34,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
7340,7,1,Journey,yes,Yellow,Stranger,Lost,35,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
6705,7,1,License,yes,Yellow,Stranger,Lost,36,28,7,Yellow,Friend_Stranger,21,28,Female,Yes,No,2,27,0
,8,,Drive,yes,Blue,Stranger,Out of time,1,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
26107,8,0,Dust,yes,Blue,Stranger,Won,2,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
7236,8,0,Doctor,yes,Blue,Stranger,Won,3,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
9592,8,0,Applause,yes,Blue,Stranger,Won,4,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
8166,8,1,Acne,yes,Blue,Stranger,Lost,5,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
13463,8,0,Farm,yes,Blue,Stranger,Won,6,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
5644,8,0,Chef,yes,Blue,Stranger,Won,7,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
10663,8,1,Bridge,yes,Blue,Stranger,Lost,8,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
17776,8,1,Boomerang,yes,Blue,Stranger,Lost,9,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
10291,8,0,Bakery,yes,Blue,Stranger,Won,10,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
10691,8,0,Champagne,yes,Blue,Stranger,Won,11,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
11321,8,0,Chocolate,yes,Blue,Stranger,Won,12,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
14042,8,0,Polar Bear,yes,Blue,Stranger,Won,13,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
29707,8,1,Blush,yes,Blue,Stranger,Lost,14,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
8637,8,1,Gallon,yes,Blue,Stranger,Lost,15,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
13962,8,0,Guess,yes,Blue,Stranger,Won,16,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
9351,8,1,Downtown,yes,Blue,Stranger,Lost,17,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
15916,8,1,Clown,yes,Blue,Stranger,Lost,18,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
7165,8,1,Camp,yes,Blue,Stranger,Lost,19,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
12154,8,1,Immortal,yes,Blue,Stranger,Lost,20,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
19201,8,0,Lifeguard,yes,Blue,Stranger,Won,21,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
7278,8,0,Bath,yes,Blue,Stranger,Won,22,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
7365,8,1,Deal,yes,Blue,Stranger,Lost,23,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
19663,8,1,Bait,yes,Blue,Stranger,Lost,24,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
,8,,Cotton,yes,Blue,Stranger,Out of time,25,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
17981,8,0,Aspirin,yes,Blue,Stranger,Won,26,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
4428,8,1,Blister,yes,Blue,Stranger,Lost,27,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
13171,8,1,Brain,yes,Blue,Stranger,Lost,28,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
3732,8,1,Freshen,yes,Blue,Stranger,Lost,29,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
18959,8,0,Defrost,yes,Blue,Stranger,Won,30,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
7262,8,0,Burp,yes,Blue,Stranger,Won,31,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
7518,8,1,Postcard,yes,Blue,Stranger,Lost,32,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
12517,8,0,Bargain,yes,Blue,Stranger,Won,33,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
17067,8,1,Fingerprint,yes,Blue,Stranger,Lost,34,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
8787,8,1,Boardwalk,yes,Blue,Stranger,Lost,35,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
6007,8,0,Backpack,yes,Blue,Stranger,Won,36,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
10118,8,1,Busboy,yes,Blue,Stranger,Lost,37,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
5362,8,1,Caricature,yes,Blue,Stranger,Lost,38,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
9829,8,1,Carpet,yes,Blue,Stranger,Lost,39,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
15589,8,1,Design,yes,Blue,Stranger,Lost,40,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,31,0
10795,8,0,Cologne,yes,Blue,Friend,Won,1,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
11158,8,1,Bonfire,yes,Blue,Friend,Lost,2,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
23603,8,0,Airport,yes,Blue,Friend,Won,3,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
5766,8,1,Dead End,yes,Blue,Friend,Lost,4,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
8663,8,1,Ache,yes,Blue,Friend,Lost,5,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
6964,8,1,Blink,yes,Blue,Friend,Lost,6,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
6160,8,1,Handcuffs,yes,Blue,Friend,Lost,7,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
11705,8,0,Mansion,yes,Blue,Friend,Won,8,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
5390,8,1,Calories,yes,Blue,Friend,Lost,9,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
13170,8,0,Ladybug,yes,Blue,Friend,Won,10,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
23128,8,1,Atlas,yes,Blue,Friend,Lost,11,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
12629,8,0,Grease,yes,Blue,Friend,Won,12,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
10243,8,0,Career,yes,Blue,Friend,Won,13,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
12225,8,0,Pitch,yes,Blue,Friend,Won,14,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
8759,8,0,Bikini,yes,Blue,Friend,Won,15,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
17339,8,1,Amnesia,yes,Blue,Friend,Lost,16,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
8169,8,1,Cockroach,yes,Blue,Friend,Lost,17,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
8784,8,0,Flashlight,yes,Blue,Friend,Won,18,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
6359,8,1,Dove,yes,Blue,Friend,Lost,19,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
26902,8,1,Daydream,yes,Blue,Friend,Lost,20,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
14165,8,1,Eyelash,yes,Blue,Friend,Lost,21,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
8799,8,0,Beach,yes,Blue,Friend,Won,22,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
16006,8,0,Balloon,yes,Blue,Friend,Won,23,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
26670,8,1,Extreme,yes,Blue,Friend,Lost,24,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
,8,,Elf,yes,Blue,Friend,Out of time,25,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
20024,8,0,Cartoon,yes,Blue,Friend,Won,26,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
26230,8,1,Breeze,yes,Blue,Friend,Lost,27,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
6198,8,0,Blast,yes,Blue,Friend,Won,28,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
7104,8,1,Appendix,yes,Blue,Friend,Lost,29,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
17152,8,0,Fidget,yes,Blue,Friend,Won,30,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
27621,8,1,Bayou,yes,Blue,Friend,Lost,31,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
17572,8,0,Basement,yes,Blue,Friend,Won,32,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
23208,8,1,Flames,yes,Blue,Friend,Lost,33,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
21829,8,0,Hose,yes,Blue,Friend,Won,34,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
5935,8,1,Cheat,yes,Blue,Friend,Lost,35,29,8,Blue,Stranger_Friend,21,29,Female,Yes,No,4,30,5.875
27837,8,1,Teapot,yes,Red,Stranger,Lost,1,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
10828,8,0,Tag,yes,Red,Stranger,Won,2,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
8371,8,1,Oatmeal,yes,Red,Stranger,Lost,3,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
,8,,Thug,yes,Red,Stranger,Out of time,4,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
4684,8,1,Truffle,yes,Red,Stranger,Lost,5,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
,8,,Polo,yes,Red,Stranger,Out of time,6,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
,8,,Surprise,yes,Red,Stranger,Out of time,7,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
6319,8,0,Teacher,yes,Red,Stranger,Won,8,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
8102,8,0,Keys,yes,Red,Stranger,Won,9,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
4504,8,1,Yellow,yes,Red,Stranger,Lost,10,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
,8,,Pen,yes,Red,Stranger,Out of time,11,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
7858,8,1,Waiter,yes,Red,Stranger,Lost,12,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
10045,8,1,Waterfall,yes,Red,Stranger,Lost,13,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
14320,8,0,Zebra,yes,Red,Stranger,Won,14,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
5263,8,1,Sleepwalk,yes,Red,Stranger,Lost,15,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
19969,8,1,Mad,yes,Red,Stranger,Lost,16,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
17108,8,1,Pin,yes,Red,Stranger,Lost,17,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
13476,8,0,Twins,yes,Red,Stranger,Won,18,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
11322,8,1,Yesterday,yes,Red,Stranger,Lost,19,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
4836,8,1,Marble,yes,Red,Stranger,Lost,20,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
7102,8,0,Scarecrow,yes,Red,Stranger,Won,21,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
27117,8,0,Static,yes,Red,Stranger,Won,22,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
14355,8,0,Violin,yes,Red,Stranger,Won,23,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
6116,8,1,Plumber,yes,Red,Stranger,Lost,24,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
14677,8,1,Trigger,yes,Red,Stranger,Lost,25,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
12621,8,0,Volcano,yes,Red,Stranger,Won,26,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
12147,8,1,Tired,yes,Red,Stranger,Lost,27,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
10799,8,0,Smoke,yes,Red,Stranger,Won,28,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
26539,8,0,Pound,yes,Red,Stranger,Won,29,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
11327,8,1,Karaoke,yes,Red,Stranger,Lost,30,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
7075,8,1,Vitamin C,yes,Red,Stranger,Lost,31,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
2066,8,1,Windmill,yes,Red,Stranger,Lost,32,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
22319,8,1,Hamster,yes,Red,Stranger,Lost,33,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
9509,8,1,Piano,yes,Red,Stranger,Lost,34,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
9774,8,0,Poem,yes,Red,Stranger,Won,35,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
4362,8,1,Ransom,yes,Red,Stranger,Lost,36,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
7526,8,1,Hunk,yes,Red,Stranger,Lost,37,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
13173,8,1,Snowflake,yes,Red,Stranger,Lost,38,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,32,0
23188,8,1,Touch,yes,Red,Friend,Lost,1,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
4115,8,1,Snowman,yes,Red,Friend,Lost,2,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
19994,8,0,Pose,yes,Red,Friend,Won,3,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
17609,8,0,Sweat,yes,Red,Friend,Won,4,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
23969,8,0,Jersey,yes,Red,Friend,Won,5,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
9006,8,1,Simple,yes,Red,Friend,Lost,6,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
13954,8,0,Trophy,yes,Red,Friend,Won,7,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
11605,8,1,Vineyard,yes,Red,Friend,Lost,8,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
4835,8,1,Turkey,yes,Red,Friend,Lost,9,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
17553,8,0,Tuxedo,yes,Red,Friend,Won,10,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
12721,8,0,Waffle,yes,Red,Friend,Won,11,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
6625,8,1,Hiccup,yes,Red,Friend,Lost,12,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
16013,8,0,Snack,yes,Red,Friend,Won,13,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
15709,8,0,Queen,yes,Red,Friend,Won,14,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
8391,8,1,Snorkel,yes,Red,Friend,Lost,15,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
8080,8,0,Street,yes,Red,Friend,Won,16,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
20473,8,0,Tweet,yes,Red,Friend,Won,17,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
13357,8,1,Tweezers,yes,Red,Friend,Lost,18,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
9081,8,1,Valet,yes,Red,Friend,Lost,19,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
24023,8,0,Salt,yes,Red,Friend,Won,20,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
12650,8,0,Skateboard,yes,Red,Friend,Won,21,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
5440,8,1,Peak,yes,Red,Friend,Lost,22,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
,8,,Manicure,yes,Red,Friend,Out of time,23,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
6581,8,1,Stars,yes,Red,Friend,Lost,24,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
11356,8,0,Shrimp,yes,Red,Friend,Won,25,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
10695,8,1,Shampoo,yes,Red,Friend,Lost,26,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
3145,8,1,Fudge,yes,Red,Friend,Lost,27,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
12566,8,1,Sweet,yes,Red,Friend,Lost,28,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
13768,8,0,Stop,yes,Red,Friend,Won,29,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
3187,8,1,Suds,yes,Red,Friend,Lost,30,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
4935,8,1,Theme Park,yes,Red,Friend,Lost,31,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
17897,8,0,Tombstone,yes,Red,Friend,Won,32,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
4108,8,1,Yo-Yo,yes,Red,Friend,Lost,33,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
9952,8,0,Knife,yes,Red,Friend,Won,34,30,8,Red,Stranger_Friend,21,30,Male,Yes,No,3,29,6
